Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap ($)
1461,SPT,Splitit Payments Ltd,$0.045,+7.14%,+36.36%,+21.62%,-64.00%,Financials,24.9M
1462,FPC,Fat Prophets Global Contrarian Fund Ltd,$0.83,+2.47%,+1.22%,+0.61%,-5.68%,Financials,24.86M
1463,EZZ,EZZ Life Science Holdings Ltd,$0.58,0.00%,-10.77%,-14.71%,+87.10%,Health Care,24.77M
1464,TEG,Triangle Energy (Global) Ltd,$0.018,0.00%,0.00%,0.00%,+28.57%,Energy,24.77M
1465,WNX,Wellnex Life Ltd,$0.053,0.00%,0.00%,0.00%,-32.05%,Consumer Staples,24.77M
1466,MKR,Manuka Resources Ltd,$0.044,+10.00%,0.00%,-4.35%,-67.41%,Materials,24.75M
1467,BXN,Bioxyne Ltd,$0.013,0.00%,+8.33%,+18.18%,-51.85%,Consumer Staples,24.72M
1468,CLA,Celsius Resources Ltd,$0.011,0.00%,+10.00%,0.00%,+10.00%,Materials,24.71M
1469,WHFPB,PBWhitefield Industrials Ltd,$98.36,-0.14%,+0.15%,+0.68%,-0.09%,N/A,24.59M
1470,CIW,Clime Investment Management Ltd,$0.34,0.00%,-2.86%,-15.00%,-37.04%,Financials,24.59M
1471,EMN,Euro Manganese Inc,$0.10,-9.09%,-23.08%,-28.57%,-66.67%,Materials,24.58M
1472,HRZ,Horizon Minerals Ltd,$0.035,-5.41%,0.00%,-2.78%,-40.68%,Materials,24.53M
1473,BDT,Birddog Technology Ltd,$0.125,0.00%,-3.85%,0.00%,-10.71%,Information Technology,24.46M
1474,DCGPA,PADecmil Group Ltd,$0.186,-2.11%,-4.62%,-4.62%,-4.62%,N/A,24.43M
1475,GWR,GWR Group Ltd,$0.076,+1.33%,+8.57%,-9.52%,+26.67%,Materials,24.41M
1476,SIH,Sihayo Gold Ltd,$0.002,0.00%,0.00%,+33.33%,0.00%,Materials,24.41M
1477,BDX,Bcal Diagnostics Ltd,$0.10,0.00%,+2.04%,-4.76%,+42.86%,Health Care,24.33M
1478,SUV,Suvo Strategic Minerals Ltd,$0.03,+15.39%,-11.77%,-3.23%,-43.40%,Materials,24.32M
1479,AZI,Altamin Ltd,$0.062,+1.64%,+5.09%,-4.62%,-27.91%,Materials,24.29M
1480,CYP,Cynata Therapeutics Ltd,$0.135,+12.50%,+12.50%,-3.57%,-57.81%,Health Care,24.25M
1481,SFG,Seafarms Group Ltd,$0.005,0.00%,+25.00%,0.00%,-50.00%,Consumer Staples,24.18M
1482,TCO,Transmetro Corporation Ltd,$1.80,-1.37%,-1.10%,-0.55%,+56.52%,Consumer Discretionary,24.09M
1483,EDU,EDU Holdings Ltd,$0.145,0.00%,0.00%,-9.38%,-14.71%,Consumer Discretionary,23.96M
1484,ENA,Ensurance Ltd,$0.265,-1.85%,-1.85%,-1.85%,+12.77%,Financials,23.89M
1485,SSO,SPDR S&P/ASX Small Ordinaries Fund,$12.20,0.00%,+2.01%,-3.18%,-5.94%,Financials,23.84M
1486,MGT,Magnetite Mines Ltd,$0.31,0.00%,-0.25%,+4.74%,-60.72%,Materials,23.8M
1487,MLS,Metals Australia Ltd,$0.038,+5.56%,+11.77%,+8.57%,0.00%,Materials,23.71M
1488,VR8,Vanadium Resources Ltd,$0.044,-8.33%,0.00%,-24.14%,-35.29%,Materials,23.68M
1489,CWX,Carawine Resources Ltd,$0.12,0.00%,0.00%,-18.77%,+41.69%,Materials,23.62M
1490,CC9,Chariot Corporation Ltd,$0.32,+4.92%,-28.89%,-28.89%,-28.89%,Materials,23.47M
1491,COD,Coda Minerals Ltd,$0.165,+6.45%,+6.45%,-8.33%,-34.00%,Materials,23.46M
1492,GTG,Genetic Technologies Ltd,$0.002,0.00%,0.00%,0.00%,-33.33%,Health Care,23.08M
1493,SEN,Senetas Corporation Ltd,$0.019,0.00%,-9.52%,-9.52%,-47.22%,Information Technology,23.07M
1494,GC1,Glennon Small Companies Ltd,$0.44,-1.12%,-6.38%,-4.35%,-27.27%,Financials,22.96M
1495,TOR,Torque Metals Ltd,$0.19,+2.70%,+22.58%,-40.63%,+5.56%,Materials,22.93M
1496,1AI,Algorae Pharmaceuticals Ltd,$0.014,0.00%,+27.27%,-12.50%,+1.25%,Health Care,22.9M
1497,JPR,Jupiter Energy Ltd,$0.018,-5.26%,-5.26%,0.00%,-18.18%,Energy,22.87M
1498,IYLD,DIshares Yield Plus ETF,$98.23,+0.09%,+0.16%,-0.21%,+0.83%,Financials,22.83M
1499,5GG,Pentanet Ltd,$0.061,-3.18%,-3.18%,0.00%,-75.10%,Communication Services,22.8M
1500,BUR,Burley Minerals Ltd,$0.225,0.00%,+15.39%,+45.16%,+21.62%,Materials,22.79M
1501,CGR,CGN Resources Ltd,$0.25,+2.04%,+28.21%,+25.00%,+25.00%,Materials,22.69M
1502,EMB,Embelton Ltd,$10.50,0.00%,0.00%,0.00%,+5.00%,Industrials,22.66M
1503,MGU,Magnum Mining and Exploration Ltd,$0.028,+12.00%,+27.27%,0.00%,-3.45%,Materials,22.51M
1504,AEV,Avenira Ltd,$0.013,0.00%,+8.33%,+8.33%,-27.78%,Materials,22.49M
1505,ELT,Elementos Ltd,$0.115,0.00%,0.00%,-11.54%,-60.35%,Materials,22.4M
1506,TSO,Tesoro Gold Ltd,$0.021,+5.00%,+10.53%,+5.00%,-33.62%,Materials,22.13M
1507,SHP,South HARZ Potash Ltd,$0.031,+10.71%,+14.82%,-3.13%,-42.59%,Materials,22.12M
1508,RDM,Red Metal Ltd,$0.084,0.00%,0.00%,+1.21%,+12.78%,Materials,22.11M
1509,MLM,Metallica Minerals Ltd,$0.023,0.00%,0.00%,-4.17%,-41.12%,Materials,22.08M
1510,B4P,Beforepay Group Ltd,$0.625,+0.81%,+47.06%,+66.67%,+60.26%,Financials,22M
1511,VTM,Victory Metals Ltd,$0.27,-3.57%,+25.58%,+35.00%,+52.11%,Materials,21.84M
1512,PGY,Pilot Energy Ltd,$0.021,0.00%,-25.00%,-8.70%,+23.53%,Energy,21.79M
1513,DBBF,FBetashares Ethical Diversified Balanced ETF,$22.78,+0.80%,+1.61%,-0.74%,+0.98%,Financials,21.73M
1514,EINC,CBetashares MRTN Currie EQY Inc Fund (Managed Fund),$7.89,+1.28%,+3.14%,-2.71%,-2.23%,Financials,21.71M
1515,CXZ,Connexion Telematics Ltd,$0.023,0.00%,-4.17%,0.00%,+109.09%,Information Technology,21.67M
1516,PXS,Pharmaxis Ltd,$0.03,-3.23%,-9.09%,-9.09%,-54.55%,Health Care,21.66M
1517,CSX,Cleanspace Holdings Ltd,$0.28,-5.09%,-6.67%,-3.45%,-51.72%,Health Care,21.6M
1518,PNN,Power Minerals Ltd,$0.27,0.00%,+14.89%,+10.20%,-43.75%,Materials,21.52M
1519,SRN,Surefire Resources NL,$0.013,-18.75%,-7.14%,-13.33%,0.00%,Materials,21.51M
1520,SKS,SKS Technologies Group Ltd,$0.195,0.00%,+11.43%,+2.63%,-13.33%,Industrials,21.41M
1521,RMI,Resource Mining Corporation Ltd,$0.038,0.00%,+5.56%,-11.63%,-59.55%,Materials,21.37M
1522,EM2,Eagle Mountain Mining Ltd,$0.07,+4.48%,-1.41%,-12.50%,-62.16%,Materials,21.35M
1523,SBW,Shekel Brainweigh Ltd,$0.105,0.00%,0.00%,+10.53%,+8.25%,Information Technology,21.35M
1524,TCF,360 Capital Mortgage REIT,$5.15,+1.98%,-0.77%,+0.98%,-4.63%,Financials,21.28M
1525,FRX,Flexiroam Ltd,$0.032,-5.88%,-3.03%,-11.11%,-15.79%,Communication Services,21.25M
1526,BTR,Brightstar Resources Ltd,$0.011,0.00%,+4.76%,0.00%,-35.29%,Materials,21.07M
1527,RIM,Rimfire Pacific Mining Ltd,$0.01,+11.11%,+42.86%,+66.67%,+25.00%,Materials,21.05M
1528,VMC,Venus Metals Corporation Ltd,$0.11,0.00%,+10.00%,-12.00%,+26.13%,Materials,20.87M
1529,CSE,Copper Strike Ltd,$0.155,0.00%,0.00%,0.00%,+3.33%,Materials,20.81M
1530,AHI,Advanced Health Intelligence Ltd,$0.095,-5.00%,-26.92%,-36.67%,-9.52%,Health Care,20.68M
1531,AYI,A1 Investments & Resources Ltd,$0.001,0.00%,0.00%,0.00%,0.00%,Financials,20.53M
1532,ALV,Alvo Minerals Ltd,$0.22,0.00%,+33.33%,+37.50%,+29.41%,Materials,20.49M
1533,EPM,Eclipse Metals Ltd,$0.01,+5.26%,-16.67%,-23.08%,-44.44%,Energy,20.44M
1534,MAN,Mandrake Resources Ltd,$0.034,0.00%,+3.03%,-15.00%,-15.00%,Materials,20.36M
1535,NCCGA,GANaos Emerging Opportunities Company Ltd,$87.80,0.00%,+0.92%,-1.35%,+2.69%,N/A,20.19M
1536,WLD,Wellard Ltd,$0.038,0.00%,0.00%,+2.70%,-48.65%,Consumer Staples,20.19M
1537,XMET,TBetashares Energy Transition Metals ETF,$6.96,+2.20%,-2.93%,-8.78%,-11.68%,Financials,20.19M
1538,ECP,ECP Emerging Growth Ltd,$1.10,0.00%,-6.78%,-5.17%,+22.22%,Financials,20.17M
1539,FRM,Farm Pride Foods Ltd,$0.14,0.00%,+7.69%,0.00%,+59.01%,Consumer Staples,20.14M
1540,SPN,Sparc Technologies Ltd,$0.235,-6.00%,-2.08%,+6.82%,-67.13%,Materials,20.13M
1541,GW1,Greenwing Resources Ltd,$0.115,-11.54%,-17.86%,-17.86%,-64.06%,Materials,20.04M
1542,AMO,Ambertech Ltd,$0.21,-2.33%,+5.00%,+2.44%,-32.26%,Information Technology,19.99M
1543,INV,Investsmart Group Ltd,$0.14,0.00%,-3.45%,-20.00%,-47.17%,Financials,19.95M
1544,TG6,TG Metals Ltd,$0.495,+16.47%,+371.43%,+395.00%,+296.00%,Materials,19.95M
1545,VBC,Verbrec Ltd,$0.09,0.00%,0.00%,-10.00%,-28.00%,Industrials,19.93M
1546,ODY,Odyssey Gold Ltd,$0.026,+18.18%,-7.14%,+30.00%,-10.35%,Materials,19.9M
1547,LCL,LCL Resources Ltd,$0.025,0.00%,-13.79%,-10.71%,+15.39%,Materials,19.86M
1548,CNQ,Clean TEQ Water Ltd,$0.305,-1.61%,+1.67%,-25.61%,-18.12%,Industrials,19.84M
1549,CG1,Carbonxt Group Ltd,$0.072,0.00%,+20.00%,+12.50%,-34.55%,Materials,19.82M
1550,REE,RAREX Ltd,$0.029,-3.33%,-9.38%,-14.71%,-42.00%,Materials,19.82M
1551,SLM,Solis Minerals Ltd,$0.255,0.00%,+24.39%,+4.08%,+292.31%,Materials,19.82M
1552,TMS,Tennant Minerals Ltd,$0.026,+4.00%,0.00%,-16.13%,-13.33%,Materials,19.75M
1553,WMG,Western Mines Group Ltd,$0.295,+3.51%,+1.72%,+1.72%,+145.83%,Materials,19.68M
1554,OJC,The Original Juice Co. Ltd,$0.08,0.00%,0.00%,-18.37%,-28.57%,Consumer Staples,19.57M
1555,MAG,Magmatic Resources Ltd,$0.064,0.00%,+1.59%,-8.57%,-39.05%,Materials,19.56M
1556,BIO,Biome Australia Ltd,$0.12,0.00%,-7.69%,-11.11%,+42.86%,Consumer Staples,19.56M
1557,YBR,Yellow Brick Road Holdings Ltd,$0.059,0.00%,0.00%,+5.36%,-32.18%,Financials,19.46M
1558,BTC,BTC Health Ltd,$0.06,0.00%,+9.09%,+50.00%,+50.00%,Financials,19.45M
1559,BKG,Booktopia Group Ltd,$0.085,-4.49%,+3.66%,-22.73%,-61.36%,Consumer Discretionary,19.4M
1560,CDX,Cardiex Ltd,$0.135,0.00%,0.00%,0.00%,-55.00%,Health Care,19.4M
1561,FIN,FIN Resources Ltd,$0.031,+3.33%,+29.17%,+158.33%,+29.17%,Materials,19.25M
1562,BM8,Battery Age Minerals Ltd,$0.215,+2.38%,-8.51%,-23.21%,-57.00%,Materials,19.16M
1563,HNR,Hannans Ltd,$0.007,-12.50%,0.00%,-12.50%,-66.67%,Materials,19.12M
1564,FTZ,Fertoz Ltd,$0.074,+5.71%,+13.85%,-13.95%,-57.71%,Materials,19.08M
1565,CI1,Credit Intelligence Ltd,$0.215,+2.38%,0.00%,+48.28%,+65.39%,Industrials,18.93M
1566,UNT,Unith Ltd,$0.021,+10.53%,0.00%,-12.50%,-16.00%,Communication Services,18.89M
1567,PBL,Parabellum Resources Ltd,$0.345,0.00%,0.00%,0.00%,-33.01%,Materials,18.88M
1568,MOZ,Mosaic Brands Ltd,$0.105,-12.50%,+5.00%,-19.23%,-72.37%,Consumer Discretionary,18.74M
1569,CF1,Complii Fintech Solutions Ltd,$0.033,0.00%,+10.00%,-5.71%,-48.44%,Information Technology,18.73M
1570,CETF,FVaneck Ftse China A50 ETF,$50.86,+0.43%,+0.59%,-3.42%,+2.17%,Financials,18.72M
1571,DOC,Doctor Care Anywhere Group Plc,$0.051,-3.77%,-5.56%,-7.27%,-23.88%,Health Care,18.7M
1572,LSA,Lachlan Star Ltd,$0.09,0.00%,-5.26%,+12.50%,-30.77%,Materials,18.68M
1573,FSIGA,GAFlagship Investments Ltd,$2.52,0.00%,0.00%,-3.08%,-1.56%,N/A,18.67M
1574,GLL,Galilee Energy Ltd,$0.055,0.00%,-8.33%,+7.84%,-81.36%,Energy,18.62M
1575,NIM,Nimy Resources Ltd,$0.24,-4.00%,+6.67%,+26.32%,0.00%,Materials,18.59M
1576,MPP,Metro Performance Glass Ltd,$0.10,0.00%,0.00%,0.00%,-44.44%,Industrials,18.54M
1577,PAB,PATRYS Ltd,$0.009,0.00%,+12.50%,+28.57%,-52.63%,Health Care,18.52M
1578,WEMG,GSPDR S&P Emerging Markets Carbon Control Fund,$21.11,+1.34%,+1.34%,-1.54%,+6.35%,Financials,18.46M
1579,MTL,Mantle Minerals Ltd,$0.003,0.00%,0.00%,+50.00%,0.00%,Materials,18.44M
1580,BML,Boab Metals Ltd,$0.105,+16.67%,+36.36%,-16.00%,-53.33%,Materials,18.32M
1581,BMR,Ballymore Resources Ltd,$0.125,0.00%,-3.85%,+25.00%,-26.47%,Materials,18.27M
1582,RAD,Radiopharm Theranostics Ltd,$0.076,-5.00%,-23.37%,-32.95%,-32.95%,Health Care,18.19M
1583,OEC,Orbital Corporation Ltd,$0.13,+8.33%,-7.14%,-10.35%,-48.00%,Industrials,18.03M
1584,PGO,Pacgold Ltd,$0.215,0.00%,-8.51%,+13.16%,-41.10%,Materials,18.01M
1585,RVS,Revasum Inc,$0.17,+3.03%,-2.86%,+47.83%,+30.77%,Information Technology,18.01M
1586,SKY,SKY Metals Ltd,$0.039,0.00%,-2.50%,-9.30%,-9.30%,Materials,17.99M
1587,AJL,AJ Lucas Group Ltd,$0.013,0.00%,0.00%,0.00%,-63.89%,Industrials,17.88M
1588,AON,Apollo Minerals Ltd,$0.032,+6.67%,+14.29%,+18.52%,-36.00%,Materials,17.81M
1589,OSL,Oncosil Medical Ltd,$0.009,0.00%,+12.50%,-10.00%,-76.92%,Health Care,17.78M
1590,TIA,Tian An Australia Ltd,$0.205,-12.77%,-22.64%,-29.31%,-14.58%,Real Estate,17.75M
1591,BTN,Butn Ltd,$0.097,0.00%,-3.00%,-28.15%,-52.68%,Financials,17.75M
1592,AQN,Aquirian Ltd,$0.22,-2.22%,0.00%,+22.22%,-35.29%,Industrials,17.75M
1593,EQX,Equatorial Resources Ltd,$0.135,0.00%,0.00%,-12.90%,-15.63%,Materials,17.75M
1594,SCN,Scorpion Minerals Ltd,$0.051,0.00%,-13.56%,-12.07%,-27.14%,Materials,17.68M
1595,SGI,Stealth Global Holdings Ltd,$0.175,+6.06%,+6.06%,+6.06%,+52.17%,Industrials,17.67M
1596,ORM,Orion Metals Ltd,$0.03,0.00%,0.00%,0.00%,0.00%,Materials,17.66M
1597,AC8,Auscann Group Holdings Ltd,$0.04,0.00%,0.00%,0.00%,0.00%,Health Care,17.62M
1598,VMS,Venture Minerals Ltd,$0.009,0.00%,0.00%,-18.18%,-57.14%,Materials,17.55M
1599,XTC,Xantippe Resources Ltd,$0.001,0.00%,0.00%,0.00%,-77.78%,Materials,17.53M
1600,1AE,Aurora Energy Metals Ltd,$0.11,0.00%,+12.25%,-29.03%,-46.34%,Materials,17.51M
1601,WRM,White Rock Minerals Ltd,$0.063,0.00%,0.00%,0.00%,-10.00%,Materials,17.51M
1602,AX8,Accelerate Resources Ltd,$0.037,-5.13%,0.00%,+54.17%,+27.59%,Materials,17.46M
1603,PGM,Platina Resources Ltd,$0.028,0.00%,+21.74%,+3.70%,+43.59%,Materials,17.45M
1604,AAU,Antilles Gold Ltd,$0.022,-4.35%,+2.33%,-12.00%,-51.11%,Materials,17.44M
1605,CMD,Cassius Mining Ltd,$0.035,+6.06%,0.00%,+9.38%,+16.67%,Materials,17.39M
1606,MVOL,LIshares Edge MSCI Australia Minimum Volatility ETF,$28.30,0.00%,-0.14%,-2.21%,+0.18%,Financials,17.36M
1607,KAM,K2 Asset Management Holdings Ltd,$0.072,+2.86%,+5.88%,+2.86%,+80.00%,Financials,17.36M
1608,GSN,Great Southern Mining Ltd,$0.023,+9.52%,0.00%,-4.17%,-54.00%,Materials,17.36M
1609,AXI,Axiom Properties Ltd,$0.04,0.00%,0.00%,0.00%,-43.66%,Real Estate,17.31M
1610,ODM,Odin Metals Ltd,$0.023,0.00%,-8.00%,-11.54%,-14.82%,Materials,17.23M
1611,FLX,FELIX Group Holdings Ltd,$0.084,0.00%,0.00%,+7.69%,-32.80%,Information Technology,17.18M
1612,VIG,Victor Group Holdings Ltd,$0.03,0.00%,0.00%,0.00%,0.00%,Information Technology,17.17M
1613,AU1,The Agency Group Australia Ltd,$0.04,+11.11%,+37.93%,+29.03%,+11.11%,Real Estate,17.14M
1614,CAV,Carnavale Resources Ltd,$0.005,0.00%,-23.08%,-28.57%,-16.67%,Materials,17.12M
1615,IMC,Immuron Ltd,$0.075,0.00%,0.00%,-8.54%,-2.60%,Health Care,17.08M
1616,ATH,Alterity Therapeutics Ltd,$0.007,0.00%,0.00%,0.00%,-36.36%,Health Care,17.08M
1617,AGH,Althea Group Holdings Ltd,$0.043,0.00%,+4.88%,+30.30%,-37.68%,Health Care,17.03M
1618,MM8,Medallion Metals Ltd,$0.055,+1.85%,-5.17%,-21.43%,-65.91%,Materials,16.92M
1619,PGD,Peregrine Gold Ltd,$0.30,+1.70%,+3.45%,+7.14%,-32.57%,Materials,16.88M
1620,NAG,Nagambie Resources Ltd,$0.029,+45.00%,+31.82%,+38.10%,-61.33%,Materials,16.87M
1621,MZZ,Matador Mining Ltd,$0.044,+12.82%,-6.38%,-4.35%,-51.11%,Materials,16.86M
1622,QHL,Quickstep Holdings Ltd,$0.235,0.00%,+2.17%,+2.17%,-45.98%,Industrials,16.86M
1623,SPD,Southern Palladium Ltd,$0.39,0.00%,+1.30%,-10.35%,-57.61%,Materials,16.8M
1624,KZR,Kalamazoo Resources Ltd,$0.098,+15.29%,+3.16%,-6.67%,-49.74%,Materials,16.79M
1625,CHR,Charger Metals NL,$0.27,+10.20%,+42.11%,+100.00%,-38.64%,Materials,16.77M
1626,ABV,Advanced Braking Technology Ltd,$0.044,+4.76%,-2.22%,0.00%,+37.50%,Consumer Discretionary,16.7M
1627,SRJ,SRJ Technologies Group Plc,$0.11,0.00%,+13.40%,+10.00%,-74.42%,Energy,16.63M
1628,AGD,Austral Gold Ltd,$0.027,+8.00%,-6.90%,-6.90%,-25.00%,Materials,16.53M
1629,ABX,ABX Group Ltd,$0.068,-1.45%,-6.85%,-13.92%,-51.43%,Materials,16.48M
1630,BBX,BBX Minerals Ltd,$0.026,+4.00%,-10.35%,0.00%,-62.32%,Materials,16.39M
1631,NACGA,GANaos Ex-50 Opportunities Company Ltd,$93.50,0.00%,0.00%,+1.08%,+0.54%,N/A,16.36M
1632,EVZ,EVZ Ltd,$0.135,0.00%,0.00%,-6.90%,-25.00%,Industrials,16.35M
1633,NGX,NGX Ltd,$0.18,+5.88%,+12.50%,-7.69%,-10.00%,Materials,16.31M
1634,AL3,AML3D Ltd,$0.069,-6.76%,-6.76%,-18.82%,-21.59%,Industrials,16.25M
1635,FZR,Fitzroy River Corporation Ltd,$0.15,0.00%,+25.00%,0.00%,+20.00%,Energy,16.19M
1636,XRG,Xreality Group Ltd,$0.035,+2.94%,-7.90%,-4.55%,-11.71%,Consumer Discretionary,16.18M
1637,SRK,Strike Resources Ltd,$0.057,+9.62%,+11.77%,0.00%,-40.00%,Materials,16.17M
1638,NOR,Norwood Systems Ltd,$0.039,0.00%,-4.88%,+2.63%,+95.00%,Information Technology,16.17M
1639,IXC,INVEX Therapeutics Ltd,$0.215,0.00%,+7.50%,+2.38%,-64.02%,Health Care,16.16M
1640,PNX,PNX Metals Ltd,$0.003,0.00%,-25.00%,+20.00%,-20.00%,Materials,16.14M
1641,BIR,BIR Financial Ltd,$0.053,-3.64%,-3.64%,+26.19%,+17.78%,Financials,16.07M
1642,JAL,Jameson Resources Ltd,$0.041,0.00%,0.00%,-19.61%,-36.92%,Materials,16.05M
1643,IG6,International Graphite Ltd,$0.18,0.00%,+5.88%,-2.70%,-46.27%,Industrials,16.02M
1644,VMIN,NVanguard Global Minimum Volatility Active ETF (Managed Fund),$52.72,+1.19%,+2.51%,+1.40%,+5.04%,Financials,15.96M
1645,VBS,Vectus Biosystems Ltd,$0.30,0.00%,-16.67%,-18.92%,-67.39%,Health Care,15.96M
1646,QML,Qmines Ltd,$0.077,-2.53%,-12.50%,-23.00%,-57.22%,Materials,15.95M
1647,TSL,Titanium Sands Ltd,$0.009,+28.57%,+50.00%,+50.00%,-15.84%,Materials,15.95M
1648,MAAT,TMonash Investors SML Companies Trust (Hedge Fund),$0.78,0.00%,+1.30%,-7.14%,-13.81%,Financials,15.94M
1649,TNY,Tinybeans Group Ltd,$0.19,0.00%,-5.00%,+52.00%,-22.01%,Communication Services,15.93M
1650,LVH,Livehire Ltd,$0.045,-16.67%,-16.67%,-33.82%,-79.55%,Information Technology,15.9M
1651,ITM,Itech Minerals Ltd,$0.13,+4.00%,-3.70%,-3.70%,-58.07%,Materials,15.88M
1652,N1H,N1 Holdings Ltd,$0.18,0.00%,-5.26%,0.00%,-10.00%,Financials,15.85M
1653,RPM,RPM Automotive Group Ltd,$0.081,+0.62%,+1.25%,-6.90%,-59.50%,Consumer Discretionary,15.83M
1654,BCT,Bluechiip Ltd,$0.02,0.00%,-23.08%,-20.00%,-37.50%,Information Technology,15.74M
1655,OZM,Ozaurum Resources Ltd,$0.099,+15.12%,+11.24%,+3.13%,+32.00%,Materials,15.72M
1656,ATX,Amplia Therapeutics Ltd,$0.081,-3.57%,-1.22%,0.00%,-19.00%,Health Care,15.71M
1657,TDO,3D Oil Ltd,$0.059,0.00%,+3.51%,+5.36%,+7.27%,Energy,15.66M
1658,LCE,London City Equities Ltd,$0.50,0.00%,0.00%,0.00%,-0.99%,Financials,15.65M
1659,FTL,Firetail Resources Ltd,$0.105,0.00%,0.00%,+5.00%,-38.24%,Materials,15.64M
1660,PET,Phoslock Environmental Technologies Ltd,$0.025,0.00%,0.00%,0.00%,-43.18%,Industrials,15.61M
1661,VFX,Visionflex Group Ltd,$0.011,0.00%,+22.22%,+10.00%,+22.22%,Health Care,15.59M
1662,MRD,Mount Ridley Mines Ltd,$0.002,0.00%,0.00%,0.00%,-60.00%,Materials,15.57M
1663,BCC,Beam Communications Holdings Ltd,$0.18,0.00%,-5.26%,+2.86%,-10.00%,Information Technology,15.56M
1664,HTG,Harvest Technology Group Ltd,$0.022,0.00%,-21.43%,-21.43%,-68.57%,Information Technology,15.54M
1665,LU7,Lithium Universe LtdSPONSORED,$0.04,-6.98%,+5.26%,-20.00%,+1900.00%,Materials,15.54M
1666,AII,Almonty Industries Inc,$0.60,0.00%,+2.56%,+15.39%,-24.05%,Materials,15.45M
1667,FPP,Fat Prophets Global Property Fund,$0.68,+7.09%,+7.09%,0.00%,-14.47%,Real Estate,15.4M
1668,TRE,Toubani Resources Inc,$0.115,-4.17%,-4.17%,+15.00%,-42.50%,Materials,15.39M
1669,SGA,Sarytogan Graphite Ltd,$0.20,0.00%,+8.11%,+11.11%,-13.04%,Materials,15.39M
1670,MMA,Maronan Metals Ltd,$0.205,0.00%,+2.50%,-6.82%,-19.61%,Materials,15.38M
1671,ME1,Melodiol Global Health Ltd,$0.004,+33.33%,0.00%,-20.00%,-86.21%,Health Care,15.32M
1672,EQN,Equinox Resources Ltd,$0.16,-5.88%,-8.57%,-8.57%,+33.33%,Materials,15.28M
1673,RXH,Rewardle Holdings Ltd,$0.029,0.00%,0.00%,0.00%,+190.00%,Communication Services,15.26M
1674,CUS,Copper Search Ltd,$0.185,0.00%,+12.12%,-2.63%,-7.50%,Materials,15.25M
1675,MAT,Matsa Resources Ltd,$0.032,-3.03%,-5.88%,+10.35%,-17.95%,Materials,15.22M
1676,NUC,Nuchev Ltd,$0.18,0.00%,+2.86%,-10.00%,-10.53%,Consumer Staples,15.19M
1677,NXM,Nexus Minerals Ltd,$0.039,-2.50%,+2.63%,-20.41%,-76.07%,Materials,15.17M
1678,MDC,Medlab Clinical Ltd,$6.60,0.00%,0.00%,0.00%,-34.00%,Health Care,15.07M
1679,ADR,Adherium Ltd,$0.003,-25.00%,-25.00%,-25.00%,-40.00%,Health Care,15M
1680,CST,Castile Resources Ltd,$0.062,+5.09%,+8.77%,+21.57%,-48.33%,Materials,15M
1681,CHM,Chimeric Therapeutics Ltd,$0.028,-3.45%,0.00%,+3.70%,-65.00%,Health Care,14.96M
1682,FME,Future Metals NL,$0.036,+16.13%,0.00%,-12.20%,-68.70%,Materials,14.88M
1683,S66,Star Combo Pharma Ltd,$0.11,0.00%,0.00%,0.00%,-37.14%,Consumer Staples,14.86M
1684,PHO,Phosco Ltd,$0.054,0.00%,0.00%,+10.20%,-58.46%,Materials,14.82M
1685,MRZ,Mont Royal Resources Ltd,$0.18,0.00%,+9.09%,0.00%,-5.26%,Materials,14.81M
1686,DCL,Domacom Ltd,$0.034,+36.00%,+142.86%,+112.50%,-47.69%,Financials,14.81M
1687,SLB,Stelar Metals Ltd,$0.285,+9.62%,-1.72%,-5.00%,+54.05%,Materials,14.79M
1688,ADV,Ardiden Ltd,$0.006,0.00%,-8.33%,-8.33%,-8.33%,Materials,14.79M
1689,ASE,Astute Metals NL,$0.036,0.00%,-2.70%,-2.70%,-52.00%,Materials,14.78M
1690,CLU,Cluey Ltd,$0.073,-16.09%,-18.89%,-20.65%,-84.40%,Consumer Discretionary,14.72M
1691,AT1,Atomo Diagnostics Ltd,$0.023,+9.52%,0.00%,-8.00%,-61.02%,Health Care,14.7M
1692,SHN,Sunshine Metals Ltd,$0.012,0.00%,-7.69%,-14.29%,-42.86%,Materials,14.69M
1693,MHC,Manhattan Corporation Ltd,$0.005,0.00%,0.00%,-28.57%,-28.57%,Materials,14.68M
1694,GGE,Grand Gulf Energy Ltd,$0.007,-12.50%,-12.50%,0.00%,-53.33%,Energy,14.67M
1695,AJJ,Asian American Medical Group Ltd,$0.038,0.00%,0.00%,0.00%,0.00%,Health Care,14.54M
1696,QFE,Quickfee Ltd,$0.053,0.00%,-8.62%,+3.92%,-19.70%,Financials,14.53M
1697,REC,Recharge Metals Ltd,$0.13,0.00%,0.00%,-31.58%,-27.78%,Materials,14.48M
1698,BMH,Baumart Holdings Ltd,$0.10,0.00%,0.00%,0.00%,-16.67%,Industrials,14.47M
1699,DAOR,RAoris Int Fund (Class D) (Hedged) (Managed Fund),$1.445,+2.12%,+4.33%,+2.48%,+1.76%,Financials,14.41M
1700,ACU,Acumentis Group Ltd,$0.066,-7.04%,+4.76%,-4.35%,-26.67%,Real Estate,14.4M
1701,GPEQ,QVaneck Global Listed Private Equity ETF,$16.80,+2.82%,+3.07%,-3.11%,+14.83%,Financials,14.39M
